Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
Captain Phillips,1998 toyota sienna,2,toyota sienna,toyota sienna,28,"$104,638,057",Sony Pictures Entertainment (SPE),2013,0,4,4,28,2
Now You See Me,2005 toyota tacoma,1,toyota tacoma,toyota tacoma,23,"$117,723,989",Lionsgate,2013,0,4,4,23,1
Identity Thief,2012 volkswagen beetle [typ 5c],1,volkswagen beetle,volkswagen beetle,19,"$134,506,920",Universal Pictures,2013,0,1,1,19,1
Fast & Furious 6,volkswagen golf gti iii [typ 1h],1,volkswagen golf,volkswagen golf/gti/r/sportwagen alltrack,8,"$238,679,850",Universal Pictures,2013,0,6,6,8,1
This Is the End,2000 volkswagen gti iv [typ 1j],1,volkswagen gti,volkswagen golf/gti/r/sportwagen alltrack,31,"$101,470,202",Sony Pictures Entertainment (SPE),2013,0,1,1,31,1
Jack Reacher,1999 volkswagen jetta a4 [typ 1j],2,volkswagen jetta,volkswagen jetta,89,"$32,520,094",Paramount Pictures,2013,0,6,6,89,2
Insidious: Chapter 2,2013 volkswagen passat [nms],2,volkswagen passat,volkswagen passat,42,"$83,586,447",FilmDistrict,2013,0,9,9,42,2
Insidious: Chapter 2,2012 volkswagen tiguan i [typ 5n],3,volkswagen tiguan,volkswagen tiguan,42,"$83,586,447",FilmDistrict,2013,1,0,1,42,3
The Purge,2010 volkswagen touareg ii [typ 7p5],2,volkswagen touareg,volkswagen touareg,57,"$64,473,115",Universal Pictures,2013,0,1,1,57,2
World War Z,volvo s40,1,volvo s40,volvo s40,12,"$202,359,711",Paramount Pictures,2013,0,5,5,12,1
The Best Man Holiday,2001 volvo s60,2,volvo s60,volvo s60/v60,51,"$70,313,550",Universal Pictures,2013,0,2,2,51,2
Grown Ups 2,1999 volvo s80,1,volvo s80,volvo s80,20,"$133,668,525",Sony Pictures Entertainment (SPE),2013,0,4,4,20,1
World War Z,2005 volvo v70,3,volvo v70,volvo v70,12,"$202,359,711",Paramount Pictures,2013,1,0,1,12,3
The Heat,2010 volvo xc70,2,volvo xc70,volvo xc70,15,"$159,582,188",Twentieth Century Fox,2013,0,4,4,15,2
The Hangover Part III,2008 volvo xc90,2,volvo xc90,volvo xc90,26,"$112,200,072",Warner Bros.,2013,0,4,4,26,2
