Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
mitsubishi endeavor,4294,0.33023544,Positive,0,,,,,,,,2010,,,,,
mitsubishi galant,11492,-0.021124361,Negative,mitsubishi galant,Salt,2002 mitsubishi galant,1,mitsubishi galant,19,"$118,311,368 ",Sony Pictures Entertainment (SPE),2010,0,3,3,19,1
mitsubishi lancer,21416,0.064572252,Positive,mitsubishi lancer,Hereafter,1988 mitsubishi lancer,1,mitsubishi lancer,93,"$32,684,455 ",Warner Bros.,2010,0,1,1,93,1
mitsubishi outlander,12500,0.215598561,Positive,mitsubishi outlander,Wall Street: Money Never Sleeps,2003 mitsubishi outlander,1,mitsubishi outlander,65,"$52,474,616 ",Twentieth Century Fox,2010,0,1,1,65,1
mitsubishi raider,9,-0.99537037,Negative,0,,,,,,,,2010,,,,,
nissan 370z/350z,10215,-0.221239613,Negative,0,,,,,,,,2010,,,,,
nissan altima,229263,0.126223178,Positive,nissan altima,Vampires Suck,2007 nissan altima,2,nissan altima,88,"$36,661,504 ",Twentieth Century Fox,2010,0,13,13,88,2
nissan armada,19344,0.95334747,Positive,0,,,,,,,,2010,,,,,
nissan cube,22968,0.069721951,Positive,0,,,,,,,,2010,,,,,
nissan frontier,40427,0.422734471,Positive,nissan frontier,Easy A,2001 nissan frontier,2,nissan frontier,59,"$58,401,464 ",Screen Gems,2010,0,1,1,59,2
nissan gt-r,877,-0.428292047,Negative,0,,,,,,,,2010,,,,,
nissan maxima,60569,0.135292684,Positive,nissan maxima,The Other Guys,1997 nissan maxima,1,nissan maxima,18,"$119,219,978 ",Sony Pictures Entertainment (SPE),2010,0,4,4,18,1
nissan murano,53999,0.027651962,Positive,nissan murano,The Town,2009 nissan murano,1,nissan murano,32,"$92,155,037 ",Warner Bros.,2010,0,3,3,32,1
nissan pathfinder,21438,0.16885666,Positive,nissan pathfinder,Step Up 3D,2008 nissan pathfinder,1,nissan pathfinder,78,"$42,400,223 ",Walt Disney Studios Motion Pictures,2010,0,1,1,78,1
nissan quest,177,-0.979020979,Negative,0,,,,,,,,2010,,,,,
nissan rogue,99515,0.288687162,Positive,nissan rogue,Percy Jackson & the Olympians: The Lightning Thief,2008 nissan rogue,1,nissan rogue,35,"$88,768,303 ",Twentieth Century Fox,2010,0,1,1,35,1
nissan sentra,94065,0.13734191,Positive,nissan sentra,The Town,2007 nissan sentra,2,nissan sentra,32,"$92,155,037 ",Warner Bros.,2010,0,5,5,32,2
nissan titan,23416,0.229702762,Positive,nissan titan,Jackass 3D,2006 nissan titan,1,nissan titan,21,"$117,052,883 ",Paramount Pictures,2010,0,1,1,21,1
nissan versa,99705,0.202627072,Positive,nissan versa,The Other Guys,2009 nissan versa,1,nissan versa,18,"$119,219,978 ",Sony Pictures Entertainment (SPE),2010,0,2,2,18,1
nissan xterra,20523,0.24721969,Positive,nissan xterra,The Expendables,2001 nissan xterra,3,nissan xterra,25,"$103,068,524 ",Lionsgate,2010,1,1,2,25,3
pontiac g3,14,-0.997750281,Negative,0,,,,,,,,2010,,,,,
pontiac g5,87,-0.992962304,Negative,pontiac g5,Salt,2008 pontiac g5,1,pontiac g5,19,"$118,311,368 ",Sony Pictures Entertainment (SPE),2010,0,2,2,19,1
pontiac g6,479,-0.994505053,Negative,pontiac g6,Due Date,2006 pontiac g6,2,pontiac g6,26,"$98,935,039 ",Warner Bros.,2010,0,7,7,26,2
pontiac g8,274,-0.988167725,Negative,pontiac g8,Takers,2008 pontiac g8,1,pontiac g8,60,"$57,744,720 ",Screen Gems,2010,0,1,1,60,1
pontiac grand prix,7,-0.973584906,Negative,pontiac grand prix,Salt,1997 pontiac grand prix,1,pontiac grand prix,19,"$118,311,368 ",Sony Pictures Entertainment (SPE),2010,0,3,3,19,1
pontiac solstice,157,-0.972172988,Negative,pontiac solstice,Takers,2006 pontiac solstice,2,pontiac solstice,60,"$57,744,720 ",Screen Gems,2010,0,2,2,60,2
pontiac vibe,97,-0.997133739,Negative,pontiac vibe,The Town,2009 pontiac vibe,1,pontiac vibe,32,"$92,155,037 ",Warner Bros.,2010,0,2,2,32,1
porsche 911,5737,-0.161134669,Negative,porsche 911,Love & Other Drugs,porsche 911 carrera cabrio [993],4,porsche 911,98,"$31,099,481 ",Twentieth Century Fox,2010,4,3,7,98,4
porsche boxster,2177,0.140387638,Positive,porsche boxster,Dinner for Schmucks,2005 porsche boxster [987],4,porsche boxster,44,"$73,026,337 ",DreamWorks,2010,2,1,3,44,4
porsche cayenne,8343,0.078603749,Positive,0,,,,,,,,2010,,,,,
porsche cayman,1322,-0.327568667,Negative,0,,,,,,,,2010,,,,,
porsche panamera,7741,5.207698476,Positive,0,,,,,,,,2010,,,,,
ram pickup,199652,0.126272085,Positive,0,,,,,,,,2010,,,,,
saab 9-3,4533,-0.164885777,Negative,saab 9-3,Death at a Funeral,1999 saab 9-3,3,saab 9-3,77,"$42,739,347 ",Screen Gems,2010,1,5,6,77,3
saab 9-5,811,-0.215667311,Negative,saab 9-5,Salt,2002 saab 9-5 sportwagon,1,saab 9-5,19,"$118,311,368 ",Sony Pictures Entertainment (SPE),2010,0,1,1,19,1
saab 9-7x,102,-0.954012624,Negative,0,,,,,,,,2010,,,,,
saturn astra,25,-0.996030486,Negative,saturn astra,Takers,2008 saturn astra,1,saturn astra,60,"$57,744,720 ",Screen Gems,2010,0,2,2,60,1
saturn aura,644,-0.969899509,Negative,saturn aura,Edge of Darkness,2009 saturn aura,1,saturn aura,76,"$43,313,890 ",Warner Bros.,2010,0,1,1,76,1
saturn outlook,2649,-0.798017537,Negative,saturn outlook,Edge of Darkness,2007 saturn outlook,1,saturn outlook,76,"$43,313,890 ",Warner Bros.,2010,0,1,1,76,1
saturn sky,179,-0.947337452,Negative,0,,,,,,,,2010,,,,,
saturn vue,3201,-0.887403707,Negative,saturn vue,Takers,2008 saturn vue hybrid,1,saturn vue,60,"$57,744,720 ",Screen Gems,2010,0,1,1,60,1
scion tc,15204,-0.155239471,Negative,scion tc,Step Up 3D,2005 scion tc,1,scion tc,78,"$42,400,223 ",Walt Disney Studios Motion Pictures,2010,0,1,1,78,1
scion xb,20364,-0.200188524,Negative,scion xb,Dinner for Schmucks,2005 scion xb,1,scion xb,44,"$73,026,337 ",DreamWorks,2010,0,2,2,44,1
scion xd,10110,-0.302710532,Negative,0,,,,,,,,2010,,,,,
smart fortwo,5927,-0.593902021,Negative,smart fortwo,Grown Ups,2008 smart fortwo,2,smart fortwo,13,"$162,001,186 ",Sony Pictures Entertainment (SPE),2010,0,5,5,13,2
subaru forester,85080,0.093840398,Positive,subaru forester,Easy A,2001 subaru forester,2,subaru forester,59,"$58,401,464 ",Screen Gems,2010,0,6,6,59,2
subaru impreza/wrx/wrx sti,44395,-0.047542426,Negative,subaru impreza/wrx/wrx sti,Due Date,2010 subaru impreza,4,subaru impreza,26,"$98,935,039 ",Warner Bros.,2010,1,4,5,26,4
subaru legacy,38725,0.250242139,Positive,subaru legacy,The Town,1996 subaru legacy,2,subaru legacy,32,"$92,155,037 ",Warner Bros.,2010,0,4,4,32,2
subaru outback,93148,0.682708288,Positive,subaru outback,The Other Guys,2000 subaru outback sus,1,subaru outback,18,"$119,219,978 ",Sony Pictures Entertainment (SPE),2010,0,4,4,18,1
subaru tribeca,2472,-0.583136594,Negative,subaru tribeca,Step Up 3D,2008 subaru tribeca,1,subaru tribeca,78,"$42,400,223 ",Walt Disney Studios Motion Pictures,2010,0,1,1,78,1
suzuki equator,1447,-0.34849167,Negative,0,,,,,,,,2010,,,,,
suzuki forenza/reno,12,-0.996816132,Negative,suzuki forenza/reno,Get Him to the Greek,2006 suzuki forenza,1,suzuki forenza,53,"$60,974,475 ",Universal Pictures,2010,0,1,1,53,1
suzuki grand vitara,4478,-0.40806345,Negative,0,,,,,,,,2010,,,,,
suzuki kizashi,6138,85.45070423,Positive,0,,,,,,,,2010,,,,,
suzuki sx4/aerio,11606,-0.439540274,Negative,0,,,,,,,,2010,,,,,
suzuki xl7,313,-0.928227471,Negative,suzuki xl7,Salt,2007 suzuki xl7,1,suzuki xl7,19,"$118,311,368 ",Sony Pictures Entertainment (SPE),2010,0,1,1,19,1
toyota 4runner,46531,1.36498094,Positive,toyota 4runner,Daybreakers,1993 toyota 4runner,2,toyota 4runner,100,"$30,101,577 ",Lionsgate,2010,0,4,4,100,2
toyota avalon,28390,0.054018934,Positive,toyota avalon,The Other Guys,2005 toyota avalon,1,toyota avalon,18,"$119,219,978 ",Sony Pictures Entertainment (SPE),2010,0,3,3,18,1
toyota camry,327804,-0.08132861,Negative,toyota camry,Iron Man 2,2004 toyota camry solara,1,toyota camry,4,"$312,433,331 ",Paramount Pictures,2010,0,24,24,4,1
toyota corolla/matrix,266082,-0.10372077,Negative,toyota corolla/matrix,Green Zone,1987 toyota corolla,4,toyota corolla,90,"$35,053,660 ",Universal Pictures,2010,1,19,20,90,4
toyota fj cruiser,14959,0.252742651,Positive,toyota fj cruiser,Crazy Heart,2007 toyota fj cruiser,1,toyota fj cruiser,84,"$38,983,106 ",Fox Searchlight Pictures,2010,0,1,1,84,1
toyota highlander,92121,0.108315888,Positive,toyota highlander,It's Complicated,2008 toyota highlander hybrid,2,toyota highlander,45,"$72,359,500 ",Universal Pictures,2010,0,6,6,45,2
toyota land cruiser,1807,-0.200796108,Negative,toyota land cruiser,Eat Pray Love,1971 toyota land cruiser,3,toyota land cruiser,38,"$80,574,010 ",Sony Pictures Entertainment (SPE),2010,1,2,3,38,3
toyota prius,140928,0.008920262,Positive,toyota prius,The Other Guys,2006 toyota prius ii,4,toyota prius,18,"$119,219,978 ",Sony Pictures Entertainment (SPE),2010,5,15,20,18,4
toyota rav4,170877,0.146148583,Positive,toyota rav4,Get Him to the Greek,1996 toyota rav4,3,toyota rav4,53,"$60,974,475 ",Universal Pictures,2010,1,9,10,53,3
toyota sequoia,13848,-0.154939891,Negative,toyota sequoia,Edge of Darkness,2005 toyota sequoia,1,toyota sequoia,76,"$43,313,890 ",Warner Bros.,2010,0,1,1,76,1
toyota sienna,98337,0.169787305,Positive,toyota sienna,The Bounty Hunter,2004 toyota sienna,2,toyota sienna,47,"$67,061,228 ",Sony Pictures Entertainment (SPE),2010,0,11,11,47,2
toyota tacoma,106198,-0.050311203,Negative,toyota tacoma,Takers,2005 toyota tacoma,1,toyota tacoma,60,"$57,744,720 ",Screen Gems,2010,0,2,2,60,1
toyota tundra,93309,0.175398375,Positive,toyota tundra,Inception,2008 toyota tundra,2,toyota tundra,6,"$292,558,188 ",Warner Bros.,2010,0,4,4,6,2
toyota venza,47321,-0.13028855,Negative,0,,,,,,,,2010,,,,,
toyota yaris hatchback,40076,-0.371287828,Negative,0,,,,,,,,2010,,,,,
volkswagen beetle,16537,0.174085907,Positive,0,,,,,,,,2010,,,,,
volkswagen cc,27987,0.172377681,Positive,0,,,,,,,,2010,,,,,
volkswagen eos,6690,-0.07134925,Negative,volkswagen eos,Little Fockers,2007 volkswagen eos [typ 1f],2,volkswagen eos,37,"$84,557,425 ",Universal Pictures,2010,0,3,3,37,2
volkswagen golf/gti/r/sportwagen alltrack,28286,0.795708481,Positive,volkswagen golf/gti/r/sportwagen alltrack,Green Zone,volkswagen golf iii [typ 1h],2,volkswagen golf,90,"$35,053,660 ",Universal Pictures,2010,0,10,10,90,2
volkswagen jetta,123213,0.136368248,Positive,volkswagen jetta,Dear John,1996 volkswagen jetta a3 [typ 1h],3,volkswagen jetta,40,"$80,014,842 ",Screen Gems,2010,1,15,16,40,3
volkswagen passat,12497,0.122014724,Positive,volkswagen passat,Inception,1978 volkswagen passat b1 [typ 32],1,volkswagen passat,6,"$292,558,188 ",Warner Bros.,2010,0,10,10,6,1
volkswagen routan,15961,0.087187521,Positive,volkswagen routan,Life as We Know It,2009 volkswagen routan [rt],3,volkswagen routan,64,"$52,727,343 ",Warner Bros.,2010,1,0,1,64,3
volkswagen tiguan,20946,0.506581313,Positive,0,,,,,,,,2010,,,,,
volkswagen touareg,4713,0.073087432,Positive,volkswagen touareg,The Book of Eli,2007 volkswagen touareg 2 i [typ 7l],1,volkswagen touareg,30,"$94,835,059 ",Warner Bros.,2010,0,1,1,30,1
volvo c30,3906,-0.084388186,Negative,volvo c30,She's Out of My League,2008 volvo c30,3,volvo c30,95,"$32,010,860 ",Paramount Pictures,2010,1,1,2,95,3
volvo c70,4368,-0.155125725,Negative,0,,,,,,,,2010,,,,,
volvo s40,5623,-0.293237808,Negative,volvo s40,Inception,volvo s40,1,volvo s40,6,"$292,558,188 ",Warner Bros.,2010,0,4,4,6,1
volvo s60/v60,1437,-0.756234097,Negative,volvo s60/v60,The Other Guys,2001 volvo s60,1,volvo s60,18,"$119,219,978 ",Sony Pictures Entertainment (SPE),2010,0,1,1,18,1
volvo s80,7224,-0.132877206,Negative,volvo s80,The Other Guys,1999 volvo s80,1,volvo s80,18,"$119,219,978 ",Sony Pictures Entertainment (SPE),2010,0,2,2,18,1
volvo v50,1720,-0.201856148,Negative,0,,,,,,,,2010,,,,,
volvo v70,895,-0.50715859,Negative,volvo v70,The Last Song,1997 volvo v70,3,volvo v70,51,"$62,950,384 ",Walt Disney Studios Motion Pictures,2010,1,7,8,51,3
volvo xc60,12030,0.298855539,Positive,volvo xc60,The Twilight Saga: Eclipse,2010 volvo xc60,3,volvo xc60,5,"$300,531,751 ",Summit Entertainment,2010,1,1,2,5,3
volvo xc70,6626,0.13751073,Positive,volvo xc70,Cop Out,volvo xc70,2,volvo xc70,73,"$44,875,481 ",Warner Bros.,2010,0,3,3,73,2
volvo xc90,10119,-0.059310217,Negative,volvo xc90,Grown Ups,2007 volvo xc90,2,volvo xc90,13,"$162,001,186 ",Sony Pictures Entertainment (SPE),2010,0,1,1,13,2
