Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
Inferno,2010 saab 9-5,2,saab 9-5,saab 9-5,84,"$34,221,651",Sony Pictures Entertainment (SPE),2016,0,1,1,84,2
Sisters,2005 saab 9-7x,1,saab 9-7x,saab 9-7x,76,"$37,921,265",Universal Pictures,2016,0,1,1,76,1
Jason Bourne,2007 saturn aura,1,saturn aura,saturn aura,15,"$162,434,410",Universal Pictures,2016,0,1,1,15,1
Daddy's Home,2006 saturn vue,2,saturn vue,saturn vue,36,"$85,672,859",Paramount Pictures,2016,0,3,3,36,2
Ride Along 2,2013 scion fr-s,1,scion fr-s,toyota 86/scion fr-s,32,"$91,221,830",Universal Pictures,2016,0,1,1,32,1
Independence Day: Resurgence,2011 scion tc,1,scion tc,scion tc,27,"$103,144,286",Twentieth Century Fox,2016,0,1,1,27,1
Finding Dory,subaru forester,1,subaru forester,subaru forester,1,"$486,295,561",Walt Disney Studios Motion Pictures,2016,0,8,8,1,1
Nerve,2001 subaru impreza wrx sti,4,subaru impreza,subaru impreza/wrx/wrx sti,75,"$38,583,626",Lionsgate,2016,1,8,9,75,4
Neighbors 2: Sorority Rising,1997 subaru legacy outback,4,subaru legacy,subaru legacy,58,"$55,455,765",Universal Pictures,2016,1,3,4,58,4
Independence Day: Resurgence,2013 subaru outback,1,subaru outback,subaru outback,27,"$103,144,286",Twentieth Century Fox,2016,0,3,3,27,1
Jason Bourne,2015 subaru wrx sti,1,subaru wrx,subaru impreza/wrx/wrx sti,15,"$162,434,410",Universal Pictures,2016,0,1,1,15,1
Daddy's Home,2014 subaru xv crosstrek hybrid,2,subaru xv crosstrek,subaru xv crosstrek/crosstrek,36,"$85,672,859",Paramount Pictures,2016,0,3,3,36,2
Teenage Mutant Ninja Turtles: Out of the Shadows,2004 suzuki forenza,1,suzuki forenza,suzuki forenza/reno,37,"$82,051,601",Paramount Pictures,2016,0,1,1,37,1
The Forest,1998 suzuki grand vitara,1,suzuki grand vitara,suzuki grand vitara,98,"$26,594,261",Focus Features,2016,0,2,2,98,1
Nerve,2005 suzuki reno,1,suzuki reno,suzuki forenza/reno,75,"$38,583,626",Lionsgate,2016,0,1,1,75,1
Teenage Mutant Ninja Turtles: Out of the Shadows,2008 suzuki sx4 sport,1,suzuki sx4,suzuki sx4/aerio,37,"$82,051,601",Paramount Pictures,2016,0,1,1,37,1
The Girl on the Train,2013 tesla model s,2,tesla model s,tesla model s,41,"$75,395,035",Universal Pictures,2016,0,2,2,41,2
Hell or High Water,2003 toyota 4runner,2,toyota 4runner,toyota 4runner,97,"$27,007,844",Lionsgate,2016,0,2,2,97,2
The Accountant,2000 toyota avalon,1,toyota avalon,toyota avalon,35,"$85,856,696",Warner Bros.,2016,0,3,3,35,1
Ghostbusters,2015 toyota camry,2,toyota camry,toyota camry,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,25,25,21,2
Now You See Me 2,toyota corolla,2,toyota corolla,toyota corolla/matrix,47,"$65,075,540",Lionsgate,2016,0,14,14,47,2
Miss Peregrine's Home for Peculiar Children,2007 toyota fj cruiser,1,toyota fj cruiser,toyota fj cruiser,34,"$86,945,137",Twentieth Century Fox,2016,0,1,1,34,1
Doctor Strange,2014 toyota highlander,1,toyota highlander,toyota highlander,11,"$229,876,337",Walt Disney Studios Motion Pictures,2016,0,5,5,11,1
The Boy,toyota land cruiser,3,toyota land cruiser,toyota land cruiser,80,"$35,819,556",STX Entertainment,2016,1,8,9,80,3
La La Land,2004 toyota prius ii,3,toyota prius,toyota prius,87,"$30,980,271",Lionsgate,2016,1,19,20,87,3
Suicide Squad,2013 toyota rav4,1,toyota rav4,toyota rav4,9,"$325,100,054",Warner Bros.,2016,0,5,5,9,1
Deadpool,2011 toyota sienna,1,toyota sienna,toyota sienna,6,"$363,070,709",Twentieth Century Fox,2016,0,7,7,6,1
Ghostbusters,2009 toyota tacoma,1,toyota tacoma,toyota tacoma,21,"$128,350,574",Sony Pictures Entertainment (SPE),2016,0,4,4,21,1
Deepwater Horizon,2007 toyota tundra,3,toyota tundra,toyota tundra,53,"$61,433,527",Lionsgate,2016,1,4,5,53,3
The Boss,2009 toyota venza,1,toyota venza,toyota venza,50,"$63,285,885",Universal Pictures,2016,0,1,1,50,1
Jason Bourne,2012 volkswagen beetle [typ 5c],1,volkswagen beetle,volkswagen beetle,15,"$162,434,410",Universal Pictures,2016,0,1,1,15,1
The Accountant,2013 volkswagen cc b7 [typ 3c],1,volkswagen cc,volkswagen cc,35,"$85,856,696",Warner Bros.,2016,0,1,1,35,1
Jason Bourne,2009 volkswagen golf gti vi [typ 5k],3,volkswagen golf,volkswagen golf/gti/r/sportwagen alltrack,15,"$162,434,410",Universal Pictures,2016,1,12,13,15,3
10 Cloverfield Lane,volkswagen jetta a4 [typ 1j],3,volkswagen jetta,volkswagen jetta,44,"$72,082,998",Paramount Pictures,2016,1,6,7,44,3
London Has Fallen,2011 volkswagen passat b7 [typ 3c],2,volkswagen passat,volkswagen passat,51,"$62,524,260",Focus Features,2016,0,8,8,51,2
13 Hours,2012 volkswagen tiguan i [typ 5n],1,volkswagen tiguan,volkswagen tiguan,62,"$52,853,219",Paramount Pictures,2016,0,1,1,62,1
Ride Along 2,2003 volvo c70,1,volvo c70,volvo c70,32,"$91,221,830",Universal Pictures,2016,0,1,1,32,1
The Accountant,2004 volvo s40,1,volvo s40,volvo s40,35,"$85,856,696",Warner Bros.,2016,0,2,2,35,1
Jason Bourne,2011 volvo s60,2,volvo s60,volvo s60/v60,15,"$162,434,410",Universal Pictures,2016,0,2,2,15,2
Jason Bourne,1999 volvo s80,1,volvo s80,volvo s80,15,"$162,434,410",Universal Pictures,2016,0,2,2,15,1
La La Land,2015 volvo v60,1,volvo v60,volvo s60/v60,87,"$30,980,271",Lionsgate,2016,0,1,1,87,1
The Girl on the Train,volvo v70,2,volvo v70,volvo v70,41,"$75,395,035",Universal Pictures,2016,0,5,5,41,2
Inferno,volvo xc60,2,volvo xc60,volvo xc60,84,"$34,221,651",Sony Pictures Entertainment (SPE),2016,0,2,2,84,2
Boo! A Madea Halloween,volvo xc70,3,volvo xc70,volvo xc70,42,"$73,206,343",Lionsgate,2016,1,2,3,42,3
Lights Out,2007 volvo xc90,4,volvo xc90,volvo xc90,45,"$67,268,835",Warner Bros.,2016,2,1,3,45,4
