Year,Vehicle Original,Vehicle,Sales,% Change,Change,Car,Stars,Highest Star,Strong Appearance,Weak Appearance,Total Appearance,Release,Rank,Best Rank,Gross,Distributor
2017,nissan armada,,35667,1.541289633,Positive,,,,,,,,,,,
2017,nissan frontier,nissan frontier,74360,-0.14455974,Negative,2009 nissan frontier,1.0,1.0,0.0,1.0,1.0,Monster Trucks,78.0,78.0,"$33,370,166 ",Paramount Pictures
2017,nissan gt-r,nissan gt-r,578,-0.17191977100000003,Negative,2009 nissan gt-r,1.0,1.0,0.0,2.0,2.0,The Fate of the Furious,10.0,10.0,"$226,008,385 ",Universal Pictures
2017,nissan juke,nissan juke,10157,-0.481176891,Negative,2014 nissan juke nismo,2.0,2.0,0.0,1.0,1.0,The House,94.0,94.0,"$25,584,504 ",Warner Bros.
2017,nissan leaf,,11230,-0.19820077100000003,Negative,,,,,,,,,,,
2017,nissan maxima,nissan maxima,67627,0.079096857,Positive,2007 nissan maxima,3.0,3.0,1.0,5.0,6.0,John Wick: Chapter 2,36.0,36.0,"$92,029,184 ",Lionsgate
2017,nissan murano,nissan murano,76732,-0.117546261,Negative,2006 nissan murano,1.0,1.0,0.0,2.0,2.0,Transformers: The Last Knight,24.0,24.0,"$130,168,683 ",Paramount Pictures
2017,nissan nv,nissan nv,17858,-0.000839255,Negative,2012 nissan nv,1.0,1.0,0.0,1.0,1.0,Baby Driver,31.0,31.0,"$107,825,862 ",TriStar Pictures
2017,nissan nv200,nissan nv200,18602,0.004264968,Positive,2014 nissan nv200 taxi,1.0,1.0,0.0,2.0,2.0,Thor: Ragnarok,7.0,7.0,"$311,225,150 ",Walt Disney Studios Motion Pictures
2017,nissan pathfinder,nissan pathfinder,81065,-0.007784482,Negative,2000 nissan pathfinder,1.0,1.0,0.0,3.0,3.0,The Fate of the Furious,10.0,10.0,"$226,008,385 ",Universal Pictures
2017,nissan quest,nissan quest,4950,-0.55465587,Negative,2011 nissan quest,1.0,1.0,0.0,1.0,1.0,A Bad Moms Christmas,44.0,44.0,"$71,891,988 ",STX Entertainment
2017,nissan rogue,nissan rogue,403465,0.222976987,Positive,2011 nissan rogue,1.0,1.0,0.0,7.0,7.0,Spider-Man: Homecoming,5.0,5.0,"$334,201,140 ",Sony Pictures Entertainment (SPE)
2017,nissan sentra,nissan sentra,218451,0.01742824,Positive,2013 nissan sentra,1.0,1.0,0.0,9.0,9.0,The Fate of the Furious,10.0,10.0,"$226,008,385 ",Universal Pictures
2017,nissan titan,,52924,1.4188299819999999,Positive,,,,,,,,,,,
2017,nissan versa,nissan versa,106772,-0.19243045399999997,Negative,2007 nissan versa,4.0,4.0,2.0,4.0,6.0,How to Be a Latin Lover,80.0,80.0,"$32,149,404 ",Pantelion Films
2017,nissan xterra,nissan xterra,1,-0.9736842109999999,Negative,2005 nissan xterra,1.0,1.0,0.0,1.0,1.0,Baby Driver,31.0,31.0,"$107,825,862 ",TriStar Pictures
2017,porsche 718,,5087,-0.187380192,Negative,,,,,,,,,,,
2017,porsche 911,porsche 911,8970,0.007751938000000001,Positive,2002 porsche 911 carrera [996],3.0,3.0,3.0,6.0,9.0,Cars 3,21.0,21.0,"$152,901,115 ",Walt Disney Studios Motion Pictures
2017,porsche boxster,,2287,-0.143445693,Negative,,,,,,,,,,,
2017,porsche cayenne,porsche cayenne,13203,-0.14171488,Negative,2003 porsche cayenne [955],3.0,3.0,1.0,2.0,3.0,The Hitman's Bodyguard,41.0,41.0,"$75,468,583 ",Lionsgate
2017,porsche cayman,porsche cayman,2800,-0.22005571,Negative,2006 porsche cayman s [987c],1.0,1.0,0.0,1.0,1.0,The Fate of the Furious,10.0,10.0,"$226,008,385 ",Universal Pictures
2017,porsche macan,,21429,0.108472998,Positive,,,,,,,,,,,
2017,porsche panamera,porsche panamera,6431,0.460595049,Positive,2010 porsche panamera [970],1.0,1.0,0.0,1.0,1.0,Fifty Shades Darker,30.0,30.0,"$114,581,250 ",Universal Pictures
2017,ram pickup,,500723,0.023098864,Positive,,,,,,,,,,,
2017,ram promaster,ram promaster,40483,0.001063304,Positive,2014 ram promaster,1.0,1.0,0.0,2.0,2.0,Logan,9.0,9.0,"$226,277,068 ",Twentieth Century Fox
2017,ram promaster city,,15584,-0.024292512000000002,Negative,,,,,,,,,,,
2017,scion iq,,6,0.0,Negative,,,,,,,,,,,
2017,scion xb,scion xb,2677,0.0,Negative,2004 scion xb,1.0,1.0,0.0,1.0,1.0,How to Be a Latin Lover,80.0,80.0,"$32,149,404 ",Pantelion Films
2017,smart fortwo,smart fortwo,3071,-0.505554661,Negative,2013 smart fortwo electric drive,3.0,3.0,2.0,2.0,4.0,Geostorm,77.0,77.0,"$33,578,782 ",Warner Bros.
2017,subaru brz,subaru brz,4131,-0.0024148760000000003,Negative,2016 subaru brz,3.0,3.0,1.0,0.0,1.0,The Fate of the Furious,10.0,10.0,"$226,008,385 ",Universal Pictures
2017,subaru forester,subaru forester,177563,-0.0057673030000000005,Negative,2001 subaru forester,1.0,1.0,0.0,1.0,1.0,Split,23.0,23.0,"$138,291,365 ",Universal Pictures
2017,subaru impreza/wrx/wrx sti,subaru wrx,117401,0.32631020000000005,Positive,2015 subaru wrx sti,3.0,3.0,2.0,3.0,5.0,The Fate of the Furious,10.0,10.0,"$226,008,385 ",Universal Pictures
2017,subaru legacy,subaru legacy,49837,-0.23686950699999998,Negative,1997 subaru legacy outback,4.0,4.0,1.0,2.0,3.0,Rings,90.0,90.0,"$27,793,018 ",Paramount Pictures
2017,subaru outback,subaru outback,188886,0.03273956,Positive,2000 subaru outback,1.0,1.0,0.0,3.0,3.0,Split,23.0,23.0,"$138,291,365 ",Universal Pictures
2017,subaru xv crosstrek/crosstrek,,110138,0.151143953,Positive,,,,,,,,,,,
2017,tesla model s,tesla model s,27060,-0.08024880200000001,Negative,tesla model s,3.0,3.0,1.0,3.0,4.0,Cars 3,21.0,21.0,"$152,901,115 ",Walt Disney Studios Motion Pictures
2017,tesla model x,tesla model x,21315,0.169675685,Positive,2016 tesla model x,1.0,1.0,0.0,1.0,1.0,A Bad Moms Christmas,44.0,44.0,"$71,891,988 ",STX Entertainment
2017,toyota 4runner,toyota 4runner,128296,0.145806913,Positive,2014 toyota 4runner,1.0,1.0,0.0,4.0,4.0,The Fate of the Furious,10.0,10.0,"$226,008,385 ",Universal Pictures
2017,toyota 86/scion fr-s,scion fr-s,6846,-0.081936436,Negative,2013 scion fr-s,1.0,1.0,0.0,2.0,2.0,Spider-Man: Homecoming,5.0,5.0,"$334,201,140 ",Sony Pictures Entertainment (SPE)
2017,toyota avalon,toyota avalon,32583,-0.322316972,Negative,1995 toyota avalon,1.0,1.0,0.0,2.0,2.0,Baby Driver,31.0,31.0,"$107,825,862 ",TriStar Pictures
2017,toyota camry,toyota camry,387081,-0.003955040999999999,Negative,1990 toyota camry,3.0,3.0,1.0,20.0,21.0,Lady Bird,81.0,81.0,"$31,432,462 ",A24
2017,toyota corolla/matrix,toyota corolla,329196,-0.12959467,Negative,2003 toyota corolla,3.0,3.0,1.0,28.0,29.0,Baby Driver,31.0,31.0,"$107,825,862 ",TriStar Pictures
2017,toyota corolla im/auris/scion im,,20501,0.156484459,Positive,,,,,,,,,,,
2017,toyota fj cruiser,,4,-0.5555555560000001,Negative,,,,,,,,,,,
2017,toyota highlander,toyota highlander,215775,0.127474801,Positive,toyota highlander,2.0,2.0,0.0,3.0,3.0,Patriots Day,83.0,83.0,"$31,319,806 ",Lionsgate
2017,toyota land cruiser,toyota land cruiser,3100,-0.16329284800000002,Negative,2013 toyota land cruiser,3.0,3.0,1.0,8.0,9.0,The Foreigner,74.0,74.0,"$34,393,507 ",STX Entertainment
2017,toyota mirai,,1838,0.777562863,Positive,,,,,,,,,,,
2017,toyota prius,toyota prius,108661,-0.20470032,Negative,2004 toyota prius ii,3.0,3.0,1.0,17.0,18.0,La La Land,27.0,27.0,"$120,121,532 ",Lionsgate
2017,toyota rav4,toyota rav4,407594,0.157431124,Positive,2006 toyota rav4,2.0,2.0,0.0,3.0,3.0,Jumanji: Welcome to the Jungle,18.0,18.0,"$170,863,915 ",Sony Pictures Entertainment (SPE)
2017,toyota sequoia,,12156,-0.048155977999999995,Negative,,,,,,,,,,,
2017,toyota sienna,toyota sienna,111489,-0.127567669,Negative,2004 toyota sienna,2.0,2.0,0.0,5.0,5.0,The Fate of the Furious,10.0,10.0,"$226,008,385 ",Universal Pictures
2017,toyota tacoma,toyota tacoma,198124,0.033882827000000004,Positive,2001 toyota tacoma,3.0,3.0,1.0,1.0,2.0,"Everything, Everything",75.0,75.0,"$34,121,140 ",Warner Bros.
2017,toyota tundra,toyota tundra,116285,0.006892431,Positive,2007 toyota tundra,1.0,1.0,0.0,1.0,1.0,Logan,9.0,9.0,"$226,277,068 ",Twentieth Century Fox
2017,toyota venza,toyota venza,14,-0.9762309000000001,Negative,2013 toyota venza,2.0,2.0,0.0,3.0,3.0,The Shack,49.0,49.0,"$57,386,418 ",Lionsgate
2017,toyota yaris hatchback,,8653,-0.20410228100000002,Negative,,,,,,,,,,,
2017,toyota yaris ia/scion ia,,35727,0.27673944899999997,Positive,,,,,,,,,,,
2017,volkswagen beetle,,15166,-0.031978043,Negative,,,,,,,,,,,
2017,volkswagen cc,,1355,-0.581402533,Negative,,,,,,,,,,,
2017,volkswagen eos,volkswagen eos,1,-0.9974160209999999,Negative,2007 volkswagen eos [typ 1f],1.0,1.0,0.0,1.0,1.0,The House,94.0,94.0,"$25,584,504 ",Warner Bros.
2017,volkswagen golf/gti/r/sportwagen alltrack,volkswagen golf,68978,0.118193461,Positive,2010 volkswagen golf vi [typ 5k],2.0,2.0,0.0,12.0,12.0,La La Land,27.0,27.0,"$120,121,532 ",Lionsgate
2017,volkswagen jetta,volkswagen jetta,115807,-0.043762953,Negative,2015 volkswagen jetta a6 [typ 5k],2.0,2.0,0.0,11.0,11.0,Baby Driver,31.0,31.0,"$107,825,862 ",TriStar Pictures
2017,volkswagen passat,volkswagen passat,60722,-0.16821456899999998,Negative,2001 volkswagen passat b5 [typ 3bg],4.0,4.0,1.0,14.0,15.0,Passengers,64.0,64.0,"$44,634,490 ",Sony Pictures Entertainment (SPE)
2017,volkswagen tiguan,,46983,0.076653375,Positive,,,,,,,,,,,
2017,volkswagen touareg,volkswagen touareg,3545,-0.160549372,Negative,2003 volkswagen touareg i [typ 7l],3.0,3.0,1.0,0.0,1.0,The Hitman's Bodyguard,41.0,41.0,"$75,468,583 ",Lionsgate
2017,volvo s60/v60,volvo s60,16825,-0.195476498,Negative,2001 volvo s60,1.0,1.0,0.0,5.0,5.0,The Fate of the Furious,10.0,10.0,"$226,008,385 ",Universal Pictures
2017,volvo s80,volvo s80,7,-0.989130435,Negative,1999 volvo s80,1.0,1.0,0.0,1.0,1.0,Patriots Day,83.0,83.0,"$31,319,806 ",Lionsgate
2017,volvo s90/v90,,11090,3.02394775,Positive,,,,,,,,,,,
2017,volvo xc60,volvo xc60,22516,0.100919226,Positive,volvo xc60,1.0,1.0,0.0,2.0,2.0,A Bad Moms Christmas,44.0,44.0,"$71,891,988 ",STX Entertainment
2017,volvo xc90,volvo xc90,30996,-0.047039292,Negative,2016 volvo xc90,3.0,3.0,1.0,0.0,1.0,Home Again,92.0,92.0,"$27,020,284 ",Open Road Films (II)
2018,acura ilx,acura ilx,11273,-0.041166964,Negative,2016 acura ilx,1.0,1.0,0.0,1.0,1.0,Deadpool 2,5.0,5.0,"$318,491,426 ",Twentieth Century Fox
2018,acura mdx,acura mdx,51512,-0.061472871,Negative,2010 acura mdx,1.0,1.0,0.0,1.0,1.0,Nobody's Fool,90.0,90.0,"$31,713,110 ",Paramount Pictures
2018,acura nsx,,170,-0.707401033,Negative,,,,,,,,,,,
2018,acura rdx,acura rdx,63580,0.239497027,Positive,2007 acura rdx,1.0,1.0,0.0,1.0,1.0,A Simple Favor,56.0,56.0,"$53,548,586 ",Lionsgate
2018,acura rlx,,1931,0.561034762,Positive,,,,,,,,,,,
2018,acura tlx,,30468,-0.125638524,Negative,,,,,,,,,,,
2018,alfa romeo 4c,,238,-0.415233415,Negative,,,,,,,,,,,
2018,alfa romeo giulia,,11519,0.293833539,Positive,,,,,,,,,,,
2018,alfa romeo stelvio,,12043,3.425946343,Positive,,,,,,,,,,,
2018,audi a3,audi a3,18305,-0.117107992,Negative,2004 audi a3 sportback,2.0,2.0,0.0,9.0,9.0,Peter Rabbit,27.0,27.0,"$115,253,424 ",Sony Pictures Entertainment (SPE)
2018,audi a4,audi a4,34311,-0.08926580699999999,Negative,1995 audi a4 b5,2.0,2.0,0.0,8.0,8.0,Mile 22,82.0,82.0,"$36,108,758 ",STX Entertainment
2018,audi a4 allroad,,255,-0.921296296,Negative,,,,,,,,,,,
2018,audi a5,,25972,0.21928548,Positive,,,,,,,,,,,
2018,audi a6,audi a6,10561,-0.35224484799999994,Negative,2005 audi a6 avant c6,1.0,1.0,0.0,4.0,4.0,Peter Rabbit,27.0,27.0,"$115,253,424 ",Sony Pictures Entertainment (SPE)
2018,audi a7,audi a7,3852,-0.199168399,Negative,2016 audi a7 c7,1.0,1.0,0.0,1.0,1.0,Avengers: Infinity War,2.0,2.0,"$678,815,482 ",Walt Disney Studios Motion Pictures
2018,audi a8,audi a8,1599,-0.488647266,Negative,2015 audi a8 d4,1.0,1.0,0.0,1.0,1.0,I Feel Pretty,61.0,61.0,"$48,795,601 ",STX Entertainment
2018,audi q3,,16828,-0.18441331800000002,Negative,,,,,,,,,,,
2018,audi q5,audi q5,69978,0.21405274100000002,Positive,2009 audi q5,1.0,1.0,0.0,1.0,1.0,Fifty Shades Freed,35.0,35.0,"$100,407,760 ",Universal Pictures
2018,audi q7,audi q7,37417,-0.024226777,Negative,2017 audi q7,3.0,3.0,1.0,2.0,3.0,Fifty Shades Freed,35.0,35.0,"$100,407,760 ",Universal Pictures
2018,audi r8,audi r8,927,0.200777202,Positive,2009 audi r8,3.0,3.0,2.0,0.0,2.0,Crazy Rich Asians,17.0,17.0,"$174,039,071 ",Warner Bros.
2018,audi tt,audi tt,1289,-0.43809939,Negative,2008 audi tt,1.0,1.0,0.0,1.0,1.0,Sicario: Day of the Soldado,60.0,60.0,"$50,072,235 ",Sony Pictures Entertainment (SPE)
2018,bmw 2-series,bmw 2,9208,-0.21547243800000002,Negative,1974 bmw 2002,1.0,1.0,0.0,2.0,2.0,Bumblebee,41.0,41.0,"$71,426,119 ",Paramount Pictures
2018,bmw 3-series,bmw 3,44578,-0.250147185,Negative,bmw 3 [e30],3.0,3.0,1.0,18.0,19.0,Truth or Dare,76.0,76.0,"$41,411,015 ",Universal Pictures
2018,bmw 4-series,bmw 4,31379,-0.20828076899999998,Negative,2014 bmw 4 [f32],2.0,2.0,0.0,1.0,1.0,Instant Family,48.0,48.0,"$64,845,006 ",Paramount Pictures
2018,bmw 5-series,bmw 5,43937,0.080648335,Positive,1986 bmw 528i [e28],3.0,3.0,3.0,12.0,15.0,Mission: Impossible - Fallout,8.0,8.0,"$220,159,104 ",Paramount Pictures
2018,bmw 6-series,bmw 6,3762,0.121311475,Positive,2004 bmw 6 [e64],1.0,1.0,0.0,1.0,1.0,Red Sparrow,64.0,64.0,"$46,874,505 ",Twentieth Century Fox
2018,bmw 7-series,bmw 7,8271,-0.108344114,Negative,2017 bmw 740le [g12],3.0,3.0,5.0,4.0,9.0,Mission: Impossible - Fallout,8.0,8.0,"$220,159,104 ",Paramount Pictures
2018,bmw x1,,29057,-0.057386622000000005,Negative,,,,,,,,,,,
2018,bmw x3,,61351,0.507728982,Positive,,,,,,,,,,,
2018,bmw x4,,4323,-0.168333975,Negative,,,,,,,,,,,
2018,bmw x5,bmw x5,45013,-0.11417888400000001,Negative,2014 bmw x5 [f15],3.0,3.0,1.0,6.0,7.0,The Commuter,80.0,80.0,"$36,343,858 ",Lionsgate
2018,bmw x6,,6862,0.012094395,Positive,,,,,,,,,,,
2018,bmw z4,,4,-0.992031873,Negative,,,,,,,,,,,
2018,bmw i3,,6120,-0.024856597,Negative,,,,,,,,,,,
2018,bmw i8,bmw i8,772,0.581967213,Positive,2014 bmw i8 [i12],1.0,1.0,0.0,1.0,1.0,Crazy Rich Asians,17.0,17.0,"$174,039,071 ",Warner Bros.
2018,buick cascada,,4628,-0.172832887,Negative,,,,,,,,,,,
2018,buick enclave,,49648,0.022321061,Positive,,,,,,,,,,,
2018,buick encore,,93071,0.057204520999999994,Positive,,,,,,,,,,,
2018,buick envision,,30153,-0.265277778,Negative,,,,,,,,,,,
2018,buick lacrosse,buick lacrosse,15527,-0.22984971,Negative,2006 buick lacrosse,2.0,2.0,0.0,6.0,6.0,Deadpool 2,5.0,5.0,"$318,491,426 ",Twentieth Century Fox
2018,buick regal,buick regal,14117,0.22129942,Positive,1976 buick regal,1.0,1.0,0.0,2.0,2.0,Truth or Dare,76.0,76.0,"$41,411,015 ",Universal Pictures
2018,buick verano,buick verano,210,-0.9509001640000001,Negative,2012 buick verano,2.0,2.0,0.0,2.0,2.0,Uncle Drew,73.0,73.0,"$42,469,946 ",Lionsgate
2018,cadillac ats,,10860,-0.170992366,Negative,,,,,,,,,,,
2018,cadillac ct6,,9669,-0.082811611,Negative,,,,,,,,,,,
2018,cadillac cts,cadillac cts,11220,0.084686775,Positive,cadillac cts coupe,3.0,3.0,1.0,2.0,3.0,Ralph Breaks the Internet,16.0,16.0,"$177,616,854 ",Walt Disney Studios Motion Pictures
2018,cadillac escalade,cadillac escalade,36032,-0.044091898,Negative,2007 cadillac escalade,3.0,3.0,4.0,10.0,14.0,Ant-Man and the Wasp,9.0,9.0,"$216,648,740 ",Walt Disney Studios Motion Pictures
2018,cadillac srx,,6,-0.961538462,Negative,,,,,,,,,,,
2018,cadillac xt5,cadillac xt5,60566,-0.11339149800000001,Negative,2017 cadillac xt5,1.0,1.0,0.0,1.0,1.0,Ocean's Eight,22.0,22.0,"$140,218,711 ",Warner Bros.
2018,cadillac xts,cadillac xts,17729,0.08933947800000001,Positive,2013 cadillac xts,1.0,1.0,0.0,1.0,1.0,Den of Thieves,68.0,68.0,"$44,947,622 ",STX Entertainment
2018,chevrolet bolt,chevrolet bolt,18020,-0.226509851,Negative,2017 chevrolet bolt,1.0,1.0,0.0,1.0,1.0,Ocean's Eight,22.0,22.0,"$140,218,711 ",Warner Bros.
2018,chevrolet camaro,chevrolet camaro,50963,-0.24988224899999997,Negative,1978 chevrolet camaro,4.0,4.0,2.0,7.0,9.0,Sicario: Day of the Soldado,60.0,60.0,"$50,072,235 ",Sony Pictures Entertainment (SPE)
2018,chevrolet caprice ppv,,75,-0.891774892,Negative,,,,,,,,,,,
2018,chevrolet city express,,6341,-0.240416866,Negative,,,,,,,,,,,
2018,chevrolet colorado,chevrolet colorado,134842,0.193334277,Positive,2015 chevrolet colorado,1.0,1.0,0.0,2.0,2.0,Venom,11.0,11.0,"$213,312,395 ",Sony Pictures Entertainment (SPE)
2018,chevrolet corvette,chevrolet corvette,18789,-0.250807448,Negative,1977 chevrolet corvette c3,3.0,3.0,1.0,5.0,6.0,Game Night,43.0,43.0,"$69,179,066 ",Warner Bros.
2018,chevrolet cruze,chevrolet cruze,142618,-0.228052893,Negative,2016 chevrolet cruze,1.0,1.0,0.0,8.0,8.0,Venom,11.0,11.0,"$213,312,395 ",Sony Pictures Entertainment (SPE)
2018,chevrolet equinox,chevrolet equinox,332621,0.145160402,Positive,2018 chevrolet equinox,1.0,1.0,0.0,2.0,2.0,Ant-Man and the Wasp,9.0,9.0,"$216,648,740 ",Walt Disney Studios Motion Pictures
2018,chevrolet express,chevrolet express,66963,-0.031822914,Negative,1996 chevrolet express,3.0,3.0,3.0,2.0,5.0,Game Night,43.0,43.0,"$69,179,066 ",Warner Bros.
2018,chevrolet impala,chevrolet impala,56557,-0.254622613,Negative,1962 chevrolet impala,3.0,3.0,1.0,21.0,22.0,First Man,69.0,69.0,"$44,923,035 ",Universal Pictures
2018,chevrolet malibu,chevrolet malibu,144542,-0.22229456,Negative,2017 chevrolet malibu,4.0,4.0,1.0,15.0,16.0,The Equalizer 2,32.0,32.0,"$102,084,362 ",Sony Pictures Entertainment (SPE)
2018,chevrolet silverado,chevrolet silverado,585582,-0.00048134,Negative,2005 chevrolet silverado,2.0,2.0,0.0,6.0,6.0,Rampage,33.0,33.0,"$101,028,233 ",Warner Bros.
2018,chevrolet sonic,chevrolet sonic,20613,-0.319478376,Negative,2012 chevrolet sonic,1.0,1.0,0.0,1.0,1.0,Super Troopers 2,94.0,94.0,"$30,617,396 ",Twentieth Century Fox
2018,chevrolet spark,chevrolet spark,23603,0.044889105,Positive,2011 chevrolet spark,1.0,1.0,0.0,2.0,2.0,Black Panther,1.0,1.0,"$700,059,566 ",Walt Disney Studios Motion Pictures
2018,chevrolet suburban,chevrolet suburban,60633,0.072846628,Positive,2000 chevrolet suburban,4.0,4.0,2.0,21.0,23.0,Den of Thieves,68.0,68.0,"$44,947,622 ",STX Entertainment
2018,chevrolet tahoe,chevrolet tahoe,104152,0.052455008,Positive,2015 chevrolet tahoe,2.0,2.0,0.0,21.0,21.0,Rampage,33.0,33.0,"$101,028,233 ",Warner Bros.
2018,chevrolet traverse,chevrolet traverse,146264,0.18426635100000002,Positive,2013 chevrolet traverse,2.0,2.0,0.0,2.0,2.0,Mile 22,82.0,82.0,"$36,108,758 ",STX Entertainment
2018,chevrolet trax,chevrolet trax,89917,0.134041292,Positive,2017 chevrolet trax,1.0,1.0,0.0,1.0,1.0,Venom,11.0,11.0,"$213,312,395 ",Sony Pictures Entertainment (SPE)
2018,chevrolet volt,,18306,-0.100398054,Negative,,,,,,,,,,,
2018,chrysler 200,chrysler 200,1043,-0.943490275,Negative,2015 chrysler 200,2.0,2.0,0.0,3.0,3.0,Fifty Shades Freed,35.0,35.0,"$100,407,760 ",Universal Pictures
2018,chrysler 300,chrysler 300,46593,-0.090637625,Negative,2015 chrysler 300,3.0,3.0,1.0,9.0,10.0,The Hate U Give,100.0,100.0,"$29,666,375 ",Twentieth Century Fox
2018,chrysler pacifica,chrysler pacifica,118322,0.000405837,Positive,2017 chrysler pacifica,4.0,4.0,2.0,4.0,6.0,Tag,54.0,54.0,"$54,730,625 ",Warner Bros.
2018,chrysler town & country,chrysler town & country,6,-0.9896013859999999,Negative,2009 chrysler town & country,2.0,2.0,0.0,4.0,4.0,Jurassic World: Fallen Kingdom,4.0,4.0,"$417,719,760 ",Universal Pictures
2018,dodge challenger,dodge challenger,66716,0.033763577,Positive,2015 dodge challenger,2.0,2.0,0.0,8.0,8.0,Ant-Man and the Wasp,9.0,9.0,"$216,648,740 ",Walt Disney Studios Motion Pictures
2018,dodge charger,dodge charger,80226,-0.09196274,Negative,2017 dodge charger,3.0,3.0,1.0,28.0,29.0,Ant-Man and the Wasp,9.0,9.0,"$216,648,740 ",Walt Disney Studios Motion Pictures
2018,dodge dart,dodge dart,389,-0.9614163859999999,Negative,1962 dodge dart,3.0,3.0,1.0,3.0,4.0,The Shape of Water,63.0,63.0,"$48,189,258 ",Fox Searchlight Pictures
2018,dodge durango,dodge durango,65947,-0.040924361,Negative,2005 dodge durango,4.0,4.0,2.0,5.0,7.0,Truth or Dare,76.0,76.0,"$41,411,015 ",Universal Pictures
2018,dodge grand caravan,dodge grand caravan,151927,0.213513211,Positive,2011 dodge grand caravan,2.0,2.0,0.0,9.0,9.0,Deadpool 2,5.0,5.0,"$318,491,426 ",Twentieth Century Fox
2018,dodge journey,dodge journey,94096,0.051704482,Positive,2011 dodge journey,1.0,1.0,0.0,4.0,4.0,Ocean's Eight,22.0,22.0,"$140,218,711 ",Warner Bros.
2018,dodge viper,,19,-0.967521368,Negative,,,,,,,,,,,
2018,fiat 124 spider,,3515,-0.215051362,Negative,,,,,,,,,,,
2018,fiat 500,fiat 500,5370,-0.576665353,Negative,2015 fiat 500,1.0,1.0,0.0,3.0,3.0,Mission: Impossible - Fallout,8.0,8.0,"$220,159,104 ",Paramount Pictures
2018,fiat 500l,fiat 500l,1413,-0.150841346,Negative,2014 fiat 500l,2.0,2.0,0.0,1.0,1.0,Ant-Man and the Wasp,9.0,9.0,"$216,648,740 ",Walt Disney Studios Motion Pictures
2018,fiat 500x,,5223,-0.318590998,Negative,,,,,,,,,,,
2018,ford c-max,ford c-max,6683,-0.6365959760000001,Negative,2015 ford c-max mkii,1.0,1.0,0.0,2.0,2.0,Mission: Impossible - Fallout,8.0,8.0,"$220,159,104 ",Paramount Pictures
2018,ford e-series,ford e-,47936,-0.100705388,Negative,2008 ford e-450,2.0,2.0,0.0,13.0,13.0,A Simple Favor,56.0,56.0,"$53,548,586 ",Lionsgate
2018,ford edge,ford edge,134122,-0.059472802000000005,Negative,2015 ford edge,3.0,3.0,1.0,6.0,7.0,Life of the Party,57.0,57.0,"$53,059,911 ",Warner Bros.
2018,ford escape,ford escape,272228,-0.116991463,Negative,2003 ford escape,3.0,3.0,1.0,8.0,9.0,Goosebumps 2: Haunted Halloween,66.0,66.0,"$46,700,633 ",Sony Pictures Entertainment (SPE)
2018,ford expedition,ford expedition,54661,0.05354355,Positive,1997 ford expedition gen.1,3.0,3.0,2.0,7.0,9.0,Sicario: Day of the Soldado,60.0,60.0,"$50,072,235 ",Sony Pictures Entertainment (SPE)
2018,ford explorer,ford explorer,261571,-0.035259708,Negative,2003 ford explorer,3.0,3.0,1.0,12.0,13.0,"Three Billboards Outside Ebbing, Missouri",96.0,96.0,"$30,349,111 ",Fox Searchlight Pictures
2018,ford explorer police interceptor ,,33839,0.023099017000000003,Positive,,,,,,,,,,,
2018,ford f-series,ford f-,909330,0.014012605,Positive,1973 ford f-100,4.0,4.0,5.0,49.0,54.0,Instant Family,48.0,48.0,"$64,845,006 ",Paramount Pictures
2018,ford fiesta,ford fiesta,51730,0.118510671,Positive,2014 ford fiesta mkvi,2.0,2.0,0.0,5.0,5.0,Jurassic World: Fallen Kingdom,4.0,4.0,"$417,719,760 ",Universal Pictures
2018,ford flex,ford flex,20308,-0.09294743,Negative,2009 ford flex,1.0,1.0,0.0,2.0,2.0,Den of Thieves,68.0,68.0,"$44,947,622 ",STX Entertainment
2018,ford focus,ford focus,114045,-0.279950753,Negative,2000 ford focus,2.0,2.0,0.0,25.0,25.0,Game Night,43.0,43.0,"$69,179,066 ",Warner Bros.
2018,ford fusion,ford fusion,173600,-0.17184660100000002,Negative,2017 ford fusion hybrid,2.0,2.0,0.0,9.0,9.0,Halloween,19.0,19.0,"$159,336,510 ",Universal Pictures
2018,ford gt,ford gt,126,0.415730337,Positive,ford gt 40 replica,1.0,1.0,0.0,1.0,1.0,Crazy Rich Asians,17.0,17.0,"$174,039,071 ",Warner Bros.
2018,ford mustang,ford mustang,75842,-0.073583661,Negative,1967 ford mustang,3.0,3.0,2.0,3.0,5.0,Creed II,28.0,28.0,"$112,448,520 ",Metro-Goldwyn-Mayer (MGM)
2018,ford taurus,ford taurus,40341,-0.021704336,Negative,2017 ford taurus,3.0,3.0,1.0,9.0,10.0,The Equalizer 2,32.0,32.0,"$102,084,362 ",Sony Pictures Entertainment (SPE)
2018,ford transit,ford transit,137794,0.08192525099999999,Positive,2007 ford transit mkv,2.0,2.0,0.0,7.0,7.0,Avengers: Infinity War,2.0,2.0,"$678,815,482 ",Walt Disney Studios Motion Pictures
2018,ford transit connect,,31923,-0.073970934,Negative,,,,,,,,,,,
2018,gmc acadia,gmc acadia,88622,-0.203583882,Negative,2017 gmc acadia,1.0,1.0,0.0,2.0,2.0,Den of Thieves,68.0,68.0,"$44,947,622 ",STX Entertainment
2018,gmc canyon,,33493,0.043200648,Positive,,,,,,,,,,,
2018,gmc savana,,19685,-0.33673641299999996,Negative,,,,,,,,,,,
