Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
The Expendables 2,smart fortwo,3,smart fortwo,smart fortwo,33,"$85,028,192",Lionsgate,2012,1,1,2,33,3
Trouble with the Curve,2001 subaru forester,1,subaru forester,subaru forester,93,"$35,763,137",Warner Bros.,2012,0,1,1,93,1
Red Dawn,2008 subaru impreza,1,subaru impreza,subaru impreza/wrx/wrx sti,79,"$43,468,052",FilmDistrict,2012,0,2,2,79,1
The Amazing Spider-Man,1995 subaru legacy wagon,1,subaru legacy,subaru legacy,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,1,1,6,1
The Odd Life of Timothy Green,2000 subaru outback,3,subaru outback,subaru outback,62,"$51,816,367",Walt Disney Studios Motion Pictures,2012,2,6,8,62,3
21 Jump Street,1999 toyota 4runner,1,toyota 4runner,toyota 4runner,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,3,3,18,1
Resident Evil: Retribution,2008 toyota avalon,1,toyota avalon,toyota avalon,81,"$42,345,531",Screen Gems,2012,0,1,1,81,1
Taken 2,2011 toyota camry,3,toyota camry,toyota camry,17,"$138,936,379",Twentieth Century Fox,2012,2,21,23,17,3
Flight,1985 toyota corolla,2,toyota corolla,toyota corolla/matrix,27,"$91,978,551",Paramount Pictures,2012,0,30,30,27,2
Rise of the Guardians,2007 toyota fj cruiser,1,toyota fj cruiser,toyota fj cruiser,29,"$91,337,659",DreamWorks,2012,0,1,1,29,1
Think Like a Man,2004 toyota highlander,1,toyota highlander,toyota highlander,28,"$91,547,205",Screen Gems,2012,0,5,5,28,1
Safe House,toyota land cruiser,3,toyota land cruiser,toyota land cruiser,21,"$126,373,434",Universal Pictures,2012,1,5,6,21,3
The Possession,2009 toyota matrix,2,toyota matrix,toyota corolla/matrix,66,"$49,130,154",Lionsgate,2012,0,3,3,66,2
The Possession,2008 toyota prius ii,3,toyota prius,toyota prius,66,"$49,130,154",Lionsgate,2012,2,6,8,66,3
The Watch,2011 toyota sienna,2,toyota sienna,toyota sienna,94,"$35,353,000",Twentieth Century Fox,2012,0,3,3,94,2
The Amazing Spider-Man,toyota supra mk.iv,1,toyota supra,toyota supra,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,2,2,6,1
21 Jump Street,1998 toyota tacoma,1,toyota tacoma,toyota tacoma,18,"$138,447,667",Sony Pictures Entertainment (SPE),2012,0,2,2,18,1
The Dictator,2004 toyota tundra,1,toyota tundra,toyota tundra,51,"$59,650,222",Paramount Pictures,2012,0,1,1,51,1
The Avengers,2003 volkswagen golf iv [typ 1j],2,volkswagen golf,volkswagen golf/gti/r/sportwagen alltrack,1,"$623,357,910",Walt Disney Studios Motion Pictures,2012,0,14,14,1,2
Ted,2005 volkswagen jetta a5 [typ 1k],3,volkswagen jetta,volkswagen jetta,9,"$218,815,487",Universal Pictures,2012,1,18,19,9,3
Skyfall,1999 volkswagen passat b5 [typ 3b],2,volkswagen passat,volkswagen passat,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,13,13,4,2
Project X,2009 volkswagen tiguan i [typ 5n],1,volkswagen tiguan,volkswagen tiguan,57,"$54,731,865",Warner Bros.,2012,0,1,1,57,1
Ghost Rider: Spirit of Vengeance,volkswagen touareg i [typ 7l],3,volkswagen touareg,volkswagen touareg,63,"$51,774,002",Sony Pictures Entertainment (SPE),2012,1,0,1,63,3
Skyfall,2010 volvo c30,1,volvo c30,volvo c30,4,"$290,904,271",Sony Pictures Entertainment (SPE),2012,0,1,1,4,1
This Is 40,2009 volvo s40,1,volvo s40,volvo s40,87,"$38,951,960",Universal Pictures,2012,0,1,1,87,1
The Twilight Saga: Breaking Dawn - Part 2,2011 volvo s60,4,volvo s60,volvo s60/v60,5,"$286,422,893",Lionsgate,2012,1,4,5,5,4
Paranormal Activity 4,2004 volvo s80,1,volvo s80,volvo s80,59,"$53,886,994",Paramount Pictures,2012,0,1,1,59,1
The Possession,2004 volvo v50,2,volvo v50,volvo v50,66,"$49,130,154",Lionsgate,2012,0,2,2,66,2
Diary of a Wimpy Kid: Dog Days,2001 volvo v70 xc,3,volvo v70,volvo v70,67,"$49,008,662",Twentieth Century Fox,2012,1,7,8,67,3
The Amazing Spider-Man,2009 volvo xc60,2,volvo xc60,volvo xc60,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,1,1,6,2
The Descendants,2006 volvo xc70,2,volvo xc70,volvo xc70,76,"$44,209,129",Fox Searchlight Pictures,2012,0,3,3,76,2
The Amazing Spider-Man,volvo xc90,1,volvo xc90,volvo xc90,6,"$262,030,663",Sony Pictures Entertainment (SPE),2012,0,2,2,6,1
