Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
The Mule,2016 nissan altima,3,nissan altima,nissan altima,49,"$64,720,334",Warner Bros.,2018,1,21,22,49,3
Venom,2017 nissan armada,1,nissan armada,nissan armada,11,"$213,312,395",Sony Pictures Entertainment (SPE),2018,0,1,1,11,1
Ready Player One,2005 nissan cube³,1,nissan cube,nissan cube,23,"$137,690,172",Warner Bros.,2018,0,1,1,23,1
Den of Thieves,2001 nissan frontier,1,nissan frontier,nissan frontier,68,"$44,947,622",STX Entertainment,2018,0,1,1,68,1
Mission: Impossible - Fallout,nissan juke,1,nissan juke,nissan juke,8,"$220,159,104",Paramount Pictures,2018,0,2,2,8,1
Ready Player One,2011 nissan leaf,2,nissan leaf,nissan leaf,23,"$137,690,172",Warner Bros.,2018,0,2,2,23,2
Game Night,2016 nissan maxima,3,nissan maxima,nissan maxima,43,"$69,179,066",Warner Bros.,2018,1,8,9,43,3
Blockers,2006 nissan murano,4,nissan murano,nissan murano,50,"$60,311,495",Universal Pictures,2018,1,1,2,50,4
Red Sparrow,2017 nissan nv300,3,nissan nv,nissan nv,64,"$46,874,505",Twentieth Century Fox,2018,1,1,2,64,3
I Feel Pretty,2014 nissan nv200 taxi,2,nissan nv200,nissan nv200,61,"$48,795,601",STX Entertainment,2018,0,2,2,61,2
Maze Runner: The Death Cure,2005 nissan pathfinder,2,nissan pathfinder,nissan pathfinder,53,"$58,032,443",Twentieth Century Fox,2018,0,4,4,53,2
Venom,2017 nissan rogue sport,3,nissan rogue,nissan rogue,11,"$213,312,395",Sony Pictures Entertainment (SPE),2018,1,4,5,11,3
Avengers: Infinity War,2016 nissan sentra,1,nissan sentra,nissan sentra,2,"$678,815,482",Walt Disney Studios Motion Pictures,2018,0,10,10,2,1
Peppermint,2007 nissan versa,2,nissan versa,nissan versa,84,"$35,418,723",STX Entertainment,2018,0,10,10,84,2
Venom,2002 nissan xterra,1,nissan xterra,nissan xterra,11,"$213,312,395",Sony Pictures Entertainment (SPE),2018,0,2,2,11,1
Spider-Man: Into the Spider-Verse,2008 pontiac g6,1,pontiac g6,pontiac g6,29,"$108,146,445",Sony Pictures Entertainment (SPE),2018,0,3,3,29,1
Den of Thieves,2004 pontiac grand prix,1,pontiac grand prix,pontiac grand prix,68,"$44,947,622",STX Entertainment,2018,0,2,2,68,1
The Hate U Give,2007 pontiac solstice gxp,2,pontiac solstice,pontiac solstice,100,"$29,666,375",Twentieth Century Fox,2018,0,1,1,100,2
Death Wish,2009 pontiac vibe,1,pontiac vibe,pontiac vibe,85,"$34,017,028",Metro-Goldwyn-Mayer (MGM),2018,0,1,1,85,1
Night School,2009 porsche 911 carrera s cabrio [997],3,porsche 911,porsche 911,40,"$77,316,580",Universal Pictures,2018,2,1,3,40,3
Fifty Shades Freed,1997 porsche boxster [986],1,porsche boxster,porsche boxster,35,"$100,407,760",Universal Pictures,2018,0,1,1,35,1
Skyscraper,2003 porsche cayenne [955],1,porsche cayenne,porsche cayenne,46,"$68,420,120",Universal Pictures,2018,0,2,2,46,1
Death Wish,2017 porsche macan gts [95b],2,porsche macan,porsche macan,85,"$34,017,028",Metro-Goldwyn-Mayer (MGM),2018,0,1,1,85,2
Fifty Shades Freed,2014 porsche panamera [970],2,porsche panamera,porsche panamera,35,"$100,407,760",Universal Pictures,2018,0,1,1,35,2
Black Panther,2014 ram promaster,3,ram promaster,ram promaster,1,"$700,059,566",Walt Disney Studios Motion Pictures,2018,1,1,2,1,3
Widows,2015 ram promaster city,2,ram promaster city,ram promaster city,74,"$41,904,173",Twentieth Century Fox,2018,0,1,1,74,2
The Spy Who Dumped Me,saab 9-3,1,saab 9-3,saab 9-3,86,"$33,562,069",Lionsgate,2018,0,1,1,86,1
Red Sparrow,2004 saab 9-5,1,saab 9-5,saab 9-5,64,"$46,874,505",Twentieth Century Fox,2018,0,1,1,64,1
Venom,2008 saturn astra,1,saturn astra,saturn astra,11,"$213,312,395",Sony Pictures Entertainment (SPE),2018,0,1,1,11,1
Den of Thieves,2008 saturn vue,1,saturn vue,saturn vue,68,"$44,947,622",STX Entertainment,2018,0,1,1,68,1
The Spy Who Dumped Me,2016 scion ia,1,scion ia,toyota yaris ia/scion ia,86,"$33,562,069",Lionsgate,2018,0,1,1,86,1
Fifty Shades Freed,2005 scion tc,1,scion tc,scion tc,35,"$100,407,760",Universal Pictures,2018,0,1,1,35,1
Widows,2008 scion xb,2,scion xb,scion xb,74,"$41,904,173",Twentieth Century Fox,2018,0,1,1,74,2
Mission: Impossible - Fallout,2003 smart fortwo,1,smart fortwo,smart fortwo,8,"$220,159,104",Paramount Pictures,2018,0,3,3,8,1
A Simple Favor,2016 subaru crosstrek,4,subaru crosstrek,subaru xv crosstrek/crosstrek,56,"$53,548,586",Lionsgate,2018,1,0,1,56,4
Widows,1998 subaru forester,3,subaru forester,subaru forester,74,"$41,904,173",Twentieth Century Fox,2018,1,7,8,74,3
Ant-Man and the Wasp,subaru impreza,1,subaru impreza,subaru impreza/wrx/wrx sti,9,"$216,648,740",Walt Disney Studios Motion Pictures,2018,0,2,2,9,1
Peppermint,1996 subaru legacy outback,3,subaru legacy,subaru legacy,84,"$35,418,723",STX Entertainment,2018,1,8,9,84,3
"Love, Simon",2000 subaru outback,4,subaru outback,subaru outback,78,"$40,826,341",Twentieth Century Fox,2018,3,10,13,78,4
Super Troopers 2,2013 subaru xv crosstrek,2,subaru xv crosstrek,subaru xv crosstrek/crosstrek,94,"$30,617,396",Twentieth Century Fox,2018,0,2,2,94,2
The Spy Who Dumped Me,2006 suzuki sx4,1,suzuki sx4,suzuki sx4/aerio,86,"$33,562,069",Lionsgate,2018,0,1,1,86,1
Deadpool 2,2013 tesla model s,2,tesla model s,tesla model s,5,"$318,491,426",Twentieth Century Fox,2018,0,1,1,5,2
Venom,2016 tesla model x,1,tesla model x,tesla model x,11,"$213,312,395",Sony Pictures Entertainment (SPE),2018,0,2,2,11,1
Black Panther,2014 toyota 4runner,3,toyota 4runner,toyota 4runner,1,"$700,059,566",Walt Disney Studios Motion Pictures,2018,3,7,10,1,3
Pacific Rim: Uprising,toyota auris hybrid,1,toyota auris,toyota corolla im/auris/scion im,51,"$59,874,525",Universal Pictures,2018,0,1,1,51,1
The Equalizer 2,1998 toyota avalon,2,toyota avalon,toyota avalon,32,"$102,084,362",Sony Pictures Entertainment (SPE),2018,0,5,5,32,2
The Mule,2012 toyota camry,3,toyota camry,toyota camry,49,"$64,720,334",Warner Bros.,2018,2,31,33,49,3
Night School,2005 toyota corolla,2,toyota corolla,toyota corolla/matrix,40,"$77,316,580",Universal Pictures,2018,0,19,19,40,2
Pacific Rim: Uprising,2016 toyota highlander,1,toyota highlander,toyota highlander,51,"$59,874,525",Universal Pictures,2018,0,3,3,51,1
Creed II,1988 toyota land cruiser,3,toyota land cruiser,toyota land cruiser,28,"$112,448,520",Metro-Goldwyn-Mayer (MGM),2018,2,10,12,28,3
A Simple Favor,2009 toyota matrix,1,toyota matrix,toyota corolla/matrix,56,"$53,548,586",Lionsgate,2018,0,2,2,56,1
Book Club,2016 toyota prius iv,3,toyota prius,toyota prius,44,"$68,566,296",Paramount Pictures,2018,1,23,24,44,3
Jumanji: Welcome to the Jungle,2006 toyota rav4,2,toyota rav4,toyota rav4,7,"$235,512,923",Sony Pictures Entertainment (SPE),2018,0,8,8,7,2
Avengers: Infinity War,2004 toyota sienna,1,toyota sienna,toyota sienna,2,"$678,815,482",Walt Disney Studios Motion Pictures,2018,0,4,4,2,1
Skyscraper,1993 toyota supra mk.iv,1,toyota supra,toyota supra,46,"$68,420,120",Universal Pictures,2018,0,1,1,46,1
The Mule,2012 toyota tacoma,2,toyota tacoma,toyota tacoma,49,"$64,720,334",Warner Bros.,2018,0,7,7,49,2
Creed II,2014 toyota tundra,1,toyota tundra,toyota tundra,28,"$112,448,520",Metro-Goldwyn-Mayer (MGM),2018,0,2,2,28,1
Avengers: Infinity War,2013 toyota venza,1,toyota venza,toyota venza,2,"$678,815,482",Walt Disney Studios Motion Pictures,2018,0,2,2,2,1
Nobody's Fool,2016 volkswagen beetle dune convertible [typ 5c],1,volkswagen beetle,volkswagen beetle,90,"$31,713,110",Paramount Pictures,2018,0,1,1,90,1
Avengers: Infinity War,2014 volkswagen golf sv [typ 5g],1,volkswagen golf,volkswagen golf/gti/r/sportwagen alltrack,2,"$678,815,482",Walt Disney Studios Motion Pictures,2018,0,11,11,2,1
Ant-Man and the Wasp,volkswagen jetta a4 [typ 1j],2,volkswagen jetta,volkswagen jetta,9,"$216,648,740",Walt Disney Studios Motion Pictures,2018,0,15,15,9,2
Widows,2001 volkswagen passat wagon b5 [typ 3bg],3,volkswagen passat,volkswagen passat,74,"$41,904,173",Twentieth Century Fox,2018,1,10,11,74,3
Fifty Shades Freed,2009 volkswagen tiguan i [typ 5n],1,volkswagen tiguan,volkswagen tiguan,35,"$100,407,760",Universal Pictures,2018,0,2,2,35,1
Super Troopers 2,volkswagen touareg ii [typ 7p5],2,volkswagen touareg,volkswagen touareg,94,"$30,617,396",Twentieth Century Fox,2018,0,1,1,94,2
Avengers: Infinity War,2004 volvo s40,2,volvo s40,volvo s40,2,"$678,815,482",Walt Disney Studios Motion Pictures,2018,0,3,3,2,2
Venom,2001 volvo s60,2,volvo s60,volvo s60/v60,11,"$213,312,395",Sony Pictures Entertainment (SPE),2018,0,4,4,11,2
Ant-Man and the Wasp,1999 volvo s80,1,volvo s80,volvo s80,9,"$216,648,740",Walt Disney Studios Motion Pictures,2018,0,1,1,9,1
Book Club,2015 volvo v60 cross country,3,volvo v60,volvo s60/v60,44,"$68,566,296",Paramount Pictures,2018,1,0,1,44,3
Goosebumps 2: Haunted Halloween,2001 volvo v70,3,volvo v70,volvo v70,66,"$46,700,633",Sony Pictures Entertainment (SPE),2018,2,6,8,66,3
Tomb Raider,2018 volvo xc40,2,volvo xc40,volvo xc40,52,"$58,250,803",Warner Bros.,2018,0,1,1,52,2
Hereditary,volvo xc70,3,volvo xc70,volvo xc70,70,"$44,069,456",A24,2018,2,0,2,70,3
Book Club,2007 volvo xc90,1,volvo xc90,volvo xc90,44,"$68,566,296",Paramount Pictures,2018,0,3,3,44,1
