Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
Spider-Man: Homecoming,2011 nissan rogue,1,nissan rogue,nissan rogue,5,"$334,201,140",Sony Pictures Entertainment (SPE),2017,0,7,7,5,1
The Fate of the Furious,2013 nissan sentra,1,nissan sentra,nissan sentra,10,"$226,008,385",Universal Pictures,2017,0,9,9,10,1
How to Be a Latin Lover,2007 nissan versa,4,nissan versa,nissan versa,80,"$32,149,404",Pantelion Films,2017,2,4,6,80,4
Baby Driver,2005 nissan xterra,1,nissan xterra,nissan xterra,31,"$107,825,862",TriStar Pictures,2017,0,1,1,31,1
Power Rangers,2005 pontiac g6,1,pontiac g6,pontiac g6,39,"$85,364,450",Lionsgate,2017,0,1,1,39,1
Logan Lucky,1976 pontiac grand prix,3,pontiac grand prix,pontiac grand prix,91,"$27,780,977",Bleecker Street Media,2017,1,2,3,91,3
Cars 3,2002 porsche 911 carrera [996],3,porsche 911,porsche 911,21,"$152,901,115",Walt Disney Studios Motion Pictures,2017,3,6,9,21,3
The Hitman's Bodyguard,2003 porsche cayenne [955],3,porsche cayenne,porsche cayenne,41,"$75,468,583",Lionsgate,2017,1,2,3,41,3
The Fate of the Furious,2006 porsche cayman s [987c],1,porsche cayman,porsche cayman,10,"$226,008,385",Universal Pictures,2017,0,1,1,10,1
Fifty Shades Darker,2010 porsche panamera [970],1,porsche panamera,porsche panamera,30,"$114,581,250",Universal Pictures,2017,0,1,1,30,1
Logan,2014 ram promaster,1,ram promaster,ram promaster,9,"$226,277,068",Twentieth Century Fox,2017,0,2,2,9,1
The Big Sick,2008 saab 9-3,2,saab 9-3,saab 9-3,66,"$42,873,127",Lionsgate,2017,0,3,3,66,2
The Hitman's Bodyguard,1998 saab 9-5,1,saab 9-5,saab 9-5,41,"$75,468,583",Lionsgate,2017,0,1,1,41,1
A Dog's Purpose,2008 saturn astra,1,saturn astra,saturn astra,45,"$64,508,620",Universal Pictures,2017,0,1,1,45,1
Baby Driver,2008 saturn aura,3,saturn aura,saturn aura,31,"$107,825,862",TriStar Pictures,2017,1,0,1,31,3
Logan,2008 saturn vue,1,saturn vue,saturn vue,9,"$226,277,068",Twentieth Century Fox,2017,0,3,3,9,1
Spider-Man: Homecoming,2013 scion fr-s,1,scion fr-s,toyota 86/scion fr-s,5,"$334,201,140",Sony Pictures Entertainment (SPE),2017,0,2,2,5,1
How to Be a Latin Lover,2004 scion xb,1,scion xb,scion xb,80,"$32,149,404",Pantelion Films,2017,0,1,1,80,1
Geostorm,2013 smart fortwo electric drive,3,smart fortwo,smart fortwo,77,"$33,578,782",Warner Bros.,2017,2,2,4,77,3
The Fate of the Furious,2016 subaru brz,3,subaru brz,subaru brz,10,"$226,008,385",Universal Pictures,2017,1,0,1,10,3
Split,2001 subaru forester,1,subaru forester,subaru forester,23,"$138,291,365",Universal Pictures,2017,0,1,1,23,1
Baby Driver,2006 subaru impreza wrx,3,subaru impreza,subaru impreza/wrx/wrx sti,31,"$107,825,862",TriStar Pictures,2017,1,3,4,31,3
Rings,1997 subaru legacy outback,4,subaru legacy,subaru legacy,90,"$27,793,018",Paramount Pictures,2017,1,2,3,90,4
Split,2000 subaru outback,1,subaru outback,subaru outback,23,"$138,291,365",Universal Pictures,2017,0,3,3,23,1
The Fate of the Furious,2015 subaru wrx sti,3,subaru wrx,subaru impreza/wrx/wrx sti,10,"$226,008,385",Universal Pictures,2017,1,0,1,10,3
Baby Driver,2005 suzuki aerio sx,1,suzuki aerio,suzuki sx4/aerio,31,"$107,825,862",TriStar Pictures,2017,0,1,1,31,1
Baby Driver,2004 suzuki forenza,1,suzuki forenza,suzuki forenza/reno,31,"$107,825,862",TriStar Pictures,2017,0,1,1,31,1
Logan,1999 suzuki grand vitara,1,suzuki grand vitara,suzuki grand vitara,9,"$226,277,068",Twentieth Century Fox,2017,0,1,1,9,1
Cars 3,tesla model s,3,tesla model s,tesla model s,21,"$152,901,115",Walt Disney Studios Motion Pictures,2017,1,3,4,21,3
A Bad Moms Christmas,2016 tesla model x,1,tesla model x,tesla model x,44,"$71,891,988",STX Entertainment,2017,0,1,1,44,1
The Fate of the Furious,2014 toyota 4runner,1,toyota 4runner,toyota 4runner,10,"$226,008,385",Universal Pictures,2017,0,4,4,10,1
Baby Driver,1995 toyota avalon,1,toyota avalon,toyota avalon,31,"$107,825,862",TriStar Pictures,2017,0,2,2,31,1
Lady Bird,1990 toyota camry,3,toyota camry,toyota camry,81,"$31,432,462",A24,2017,1,20,21,81,3
Baby Driver,2003 toyota corolla,3,toyota corolla,toyota corolla/matrix,31,"$107,825,862",TriStar Pictures,2017,1,27,28,31,3
Patriots Day,toyota highlander,2,toyota highlander,toyota highlander,83,"$31,319,806",Lionsgate,2017,0,3,3,83,2
The Foreigner,2013 toyota land cruiser,3,toyota land cruiser,toyota land cruiser,74,"$34,393,507",STX Entertainment,2017,1,8,9,74,3
"Three Billboards Outside Ebbing, Missouri",2005 toyota matrix,1,toyota matrix,toyota corolla/matrix,96,"$24,164,629",Fox Searchlight Pictures,2017,0,1,1,96,1
La La Land,2004 toyota prius ii,3,toyota prius,toyota prius,27,"$120,121,532",Lionsgate,2017,1,17,18,27,3
Jumanji: Welcome to the Jungle,2006 toyota rav4,2,toyota rav4,toyota rav4,18,"$170,863,915",Sony Pictures Entertainment (SPE),2017,0,3,3,18,2
The Fate of the Furious,2004 toyota sienna,2,toyota sienna,toyota sienna,10,"$226,008,385",Universal Pictures,2017,0,5,5,10,2
The Fate of the Furious,1993 toyota supra mk.iv,1,toyota supra,toyota supra,10,"$226,008,385",Universal Pictures,2017,0,1,1,10,1
"Everything, Everything",2001 toyota tacoma,3,toyota tacoma,toyota tacoma,75,"$34,121,140",Warner Bros.,2017,1,1,2,75,3
Logan,2007 toyota tundra,1,toyota tundra,toyota tundra,9,"$226,277,068",Twentieth Century Fox,2017,0,1,1,9,1
The Shack,2013 toyota venza,2,toyota venza,toyota venza,49,"$57,386,418",Lionsgate,2017,0,3,3,49,2
The House,2007 volkswagen eos [typ 1f],1,volkswagen eos,volkswagen eos,94,"$25,584,504",Warner Bros.,2017,0,1,1,94,1
La La Land,2010 volkswagen golf vi [typ 5k],2,volkswagen golf,volkswagen golf/gti/r/sportwagen alltrack,27,"$120,121,532",Lionsgate,2017,0,11,11,27,2
Spider-Man: Homecoming,volkswagen gti v [typ 1k],1,volkswagen gti,volkswagen golf/gti/r/sportwagen alltrack,5,"$334,201,140",Sony Pictures Entertainment (SPE),2017,0,1,1,5,1
Baby Driver,2015 volkswagen jetta a6 [typ 5k],2,volkswagen jetta,volkswagen jetta,31,"$107,825,862",TriStar Pictures,2017,0,11,11,31,2
Passengers,2001 volkswagen passat b5 [typ 3bg],4,volkswagen passat,volkswagen passat,64,"$44,634,490",Sony Pictures Entertainment (SPE),2017,1,14,15,64,4
The Hitman's Bodyguard,2003 volkswagen touareg i [typ 7l],3,volkswagen touareg,volkswagen touareg,41,"$75,468,583",Lionsgate,2017,1,0,1,41,3
Spider-Man: Homecoming,volvo c70,1,volvo c70,volvo c70,5,"$334,201,140",Sony Pictures Entertainment (SPE),2017,0,2,2,5,1
American Assassin,volvo s40,3,volvo s40,volvo s40,73,"$36,249,674",Lionsgate,2017,1,5,6,73,3
The Fate of the Furious,2001 volvo s60,1,volvo s60,volvo s60/v60,10,"$226,008,385",Universal Pictures,2017,0,4,4,10,1
Patriots Day,1999 volvo s80,1,volvo s80,volvo s80,83,"$31,319,806",Lionsgate,2017,0,1,1,83,1
The Foreigner,volvo v50,1,volvo v50,volvo v50,74,"$34,393,507",STX Entertainment,2017,0,1,1,74,1
La La Land,2015 volvo v60,1,volvo v60,volvo s60/v60,27,"$120,121,532",Lionsgate,2017,0,1,1,27,1
Kidnap,volvo v70,3,volvo v70,volvo v70,84,"$30,971,040",Aviron Pictures,2017,1,2,3,84,3
A Bad Moms Christmas,volvo xc60,1,volvo xc60,volvo xc60,44,"$71,891,988",STX Entertainment,2017,0,2,2,44,1
Home Again,2016 volvo xc90,3,volvo xc90,volvo xc90,92,"$27,020,284",Open Road Films (II),2017,1,0,1,92,3
