Release,Car,Stars,Vehicle,Vehicle Original,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
Furious 7,2012 nissan gt-r,3,nissan gt-r,nissan gt-r,5,"$353,007,020",Universal Pictures,2015,1,1,2,5,3
Avengers: Age of Ultron,2000 nissan maxima,1,nissan maxima,nissan maxima,3,"$459,005,868",Walt Disney Studios Motion Pictures,2015,0,12,12,3,1
The SpongeBob Movie: Sponge Out of Water,2003 nissan murano,1,nissan murano,nissan murano,18,"$162,994,032",Paramount Pictures,2015,0,1,1,18,1
Trainwreck,2012 nissan nv 2500 hd,1,nissan nv,nissan nv,27,"$110,212,700",Universal Pictures,2015,0,1,1,27,1
Run All Night,2013 nissan pathfinder,2,nissan pathfinder,nissan pathfinder,92,"$26,461,644",Warner Bros.,2015,0,10,10,92,2
Jurassic World,2011 nissan quest,2,nissan quest,nissan quest,1,"$652,270,625",Universal Pictures,2015,0,3,3,1,2
San Andreas,2014 nissan rogue,1,nissan rogue,nissan rogue,20,"$155,190,832",Warner Bros.,2015,0,4,4,20,1
The DUFF,2000 nissan sentra,2,nissan sentra,nissan sentra,76,"$34,030,343",Lionsgate,2015,0,9,9,76,2
Terminator Genisys,2012 nissan versa,2,nissan versa,nissan versa,31,"$89,760,956",Paramount Pictures,2015,0,3,3,31,2
Pixels,2005 pontiac g6,1,pontiac g6,pontiac g6,36,"$78,747,585",Sony Pictures Entertainment (SPE),2015,0,1,1,36,1
Hotel Transylvania 2,1981 pontiac grand prix,1,pontiac grand prix,pontiac grand prix,16,"$168,471,018",Sony Pictures Entertainment (SPE),2015,0,2,2,16,1
The DUFF,2003 pontiac vibe,1,pontiac vibe,pontiac vibe,76,"$34,030,343",Lionsgate,2015,0,2,2,76,1
Taken 3,1999 porsche 911 carrera [996],3,porsche 911,porsche 911,32,"$89,256,424",Twentieth Century Fox,2015,1,6,7,32,3
Taken 3,2002 porsche cayenne turbo [955],1,porsche cayenne,porsche cayenne,32,"$89,256,424",Twentieth Century Fox,2015,0,5,5,32,1
Max,2014 ram promaster,2,ram promaster,ram promaster,69,"$42,656,255",Warner Bros.,2015,0,1,1,69,2
Mission: Impossible - Rogue Nation,2003 saab 9-3,1,saab 9-3,saab 9-3,12,"$195,042,377",Paramount Pictures,2015,0,4,4,12,1
San Andreas,2002 saab 9-5,1,saab 9-5,saab 9-5,20,"$155,190,832",Warner Bros.,2015,0,3,3,20,1
Pixels,2005 saab 9-7x,1,saab 9-7x,saab 9-7x,36,"$78,747,585",Sony Pictures Entertainment (SPE),2015,0,2,2,36,1
Daddy's Home,2006 saturn vue,2,saturn vue,saturn vue,46,"$64,684,278",Paramount Pictures,2015,0,2,2,46,2
Insidious: Chapter 3,2006 scion tc,1,scion tc,scion tc,57,"$52,218,558",Focus Features,2015,0,2,2,57,1
Entourage,2009 scion xb,1,scion xb,scion xb,80,"$32,363,404",Warner Bros.,2015,0,1,1,80,1
Spectre,2007 smart fortwo,1,smart fortwo,smart fortwo,11,"$197,102,585",Sony Pictures Entertainment (SPE),2015,0,2,2,11,1
Inside Out,subaru forester,3,subaru forester,subaru forester,4,"$356,461,711",Walt Disney Studios Motion Pictures,2015,2,3,5,4,3
Furious 7,2012 subaru impreza wrx sti,3,subaru impreza,subaru impreza/wrx/wrx sti,5,"$353,007,020",Universal Pictures,2015,3,5,8,5,3
Annie,1995 subaru legacy wagon,3,subaru legacy,subaru legacy,85,"$28,959,342",Sony Pictures Entertainment (SPE),2015,1,5,6,85,3
San Andreas,2013 subaru outback,1,subaru outback,subaru outback,20,"$155,190,832",Warner Bros.,2015,0,2,2,20,1
Daddy's Home,2014 subaru xv crosstrek hybrid,2,subaru xv crosstrek,subaru xv crosstrek/crosstrek,46,"$64,684,278",Paramount Pictures,2015,0,1,1,46,2
Max,2006 suzuki forenza,1,suzuki forenza,suzuki forenza/reno,69,"$42,656,255",Warner Bros.,2015,0,1,1,69,1
Kingsman: The Secret Service,2013 tesla model s,2,tesla model s,tesla model s,23,"$128,261,724",Twentieth Century Fox,2015,0,4,4,23,2
Jupiter Ascending,2010 toyota 4runner,1,toyota 4runner,toyota 4runner,61,"$47,387,723",Warner Bros.,2015,0,2,2,61,1
Alvin and the Chipmunks: The Road Chip,2011 toyota avalon,1,toyota avalon,toyota avalon,53,"$55,575,427",Twentieth Century Fox,2015,0,1,1,53,1
War Room,2010 toyota camry hybrid,4,toyota camry,toyota camry,42,"$67,790,117",TriStar Pictures,2015,4,37,41,42,4
Taken 3,1977 toyota corolla,2,toyota corolla,toyota corolla/matrix,32,"$89,256,424",Twentieth Century Fox,2015,0,21,21,32,2
San Andreas,2007 toyota fj cruiser,1,toyota fj cruiser,toyota fj cruiser,20,"$155,190,832",Warner Bros.,2015,0,1,1,20,1
The Intern,2015 toyota highlander,2,toyota highlander,toyota highlander,38,"$75,574,886",Warner Bros.,2015,0,7,7,38,2
American Sniper,1990 toyota land cruiser,3,toyota land cruiser,toyota land cruiser,6,"$348,797,073",Warner Bros.,2015,2,3,5,6,3
Pixels,2011 toyota matrix,1,toyota matrix,toyota corolla/matrix,36,"$78,747,585",Sony Pictures Entertainment (SPE),2015,0,2,2,36,1
Home,2001 toyota prius i,4,toyota prius,toyota prius,15,"$177,397,510",Twentieth Century Fox,2015,2,19,21,15,4
Furious 7,2009 toyota rav4,1,toyota rav4,toyota rav4,5,"$353,007,020",Universal Pictures,2015,0,7,7,5,1
Trainwreck,2004 toyota sienna,2,toyota sienna,toyota sienna,27,"$110,212,700",Universal Pictures,2015,0,4,4,27,2
Furious 7,1998 toyota supra mk.iv,2,toyota supra,toyota supra,5,"$353,007,020",Universal Pictures,2015,0,2,2,5,2
A Walk in the Woods,2005 toyota tacoma,1,toyota tacoma,toyota tacoma,84,"$29,474,282",Broad Green Pictures,2015,0,3,3,84,1
A Walk in the Woods,2007 toyota tundra,1,toyota tundra,toyota tundra,84,"$29,474,282",Broad Green Pictures,2015,0,1,1,84,1
Paper Towns,2012 volkswagen beetle [typ 5c],2,volkswagen beetle,volkswagen beetle,81,"$32,000,304",Twentieth Century Fox,2015,0,4,4,81,2
Paddington,1998 volkswagen golf iv [typ 1j],3,volkswagen golf,volkswagen golf/gti/r/sportwagen alltrack,37,"$76,271,832",-,2015,1,8,9,37,3
Pitch Perfect 2,2015 volkswagen gti vii [typ 5g],2,volkswagen gti,volkswagen golf/gti/r/sportwagen alltrack,13,"$183,785,415",Universal Pictures,2015,0,1,1,13,2
Goosebumps,2011 volkswagen jetta sportwagen a6 [typ 1k],3,volkswagen jetta,volkswagen jetta,35,"$79,132,868",Sony Pictures Entertainment (SPE),2015,3,15,18,35,3
Furious 7,2001 volkswagen passat b5 [typ 3bg],1,volkswagen passat,volkswagen passat,5,"$353,007,020",Universal Pictures,2015,0,14,14,5,1
Run All Night,2009 volkswagen routan [rt],1,volkswagen routan,volkswagen routan,92,"$26,461,644",Warner Bros.,2015,0,1,1,92,1
Spectre,2012 volkswagen tiguan i [typ 5n],1,volkswagen tiguan,volkswagen tiguan,11,"$197,102,585",Sony Pictures Entertainment (SPE),2015,0,2,2,11,1
Entourage,2013 volkswagen touareg ii [typ 7p5],1,volkswagen touareg,volkswagen touareg,80,"$32,363,404",Warner Bros.,2015,0,2,2,80,1
Pixels,2008 volvo c30,1,volvo c30,volvo c30,36,"$78,747,585",Sony Pictures Entertainment (SPE),2015,0,1,1,36,1
Ted 2,2006 volvo c70,1,volvo c70,volvo c70,34,"$81,476,385",Universal Pictures,2015,0,1,1,34,1
A Walk in the Woods,2005 volvo s60,3,volvo s60,volvo s60/v60,84,"$29,474,282",Broad Green Pictures,2015,1,2,3,84,3
Paddington,2014 volvo v70,3,volvo v70,volvo v70,37,"$76,271,832",-,2015,1,4,5,37,3
The Gift,2014 volvo xc60,3,volvo xc60,volvo xc60,66,"$43,787,265",STX Entertainment,2015,1,0,1,66,3
The Intern,volvo xc70,1,volvo xc70,volvo xc70,38,"$75,574,886",Warner Bros.,2015,0,1,1,38,1
The Martian,2008 volvo xc90,2,volvo xc90,volvo xc90,9,"$225,345,353",Twentieth Century Fox,2015,0,3,3,9,2
